Shipment_ID,Route_Type,Distance_km,Delivery_Time_min,On_Time,Delay_Minutes,Vehicle_Type,Day_of_Week,Region,Fuel_Cost
5545,Highway,1278.76,368.04,0,210.02,Bike,Fri,West,1272.57
5546,Urban,1370.21,346.81,1,87.3,Truck,Sun,East,1334.76
5547,Rural,1271.59,617.29,1,143.55,Truck,Mon,West,4767.81
5548,Highway,721.9,632.87,1,170.95,Van,Thu,South,3342.44
5549,Rural,1386.5,680.28,1,168.46,Bike,Wed,West,3862.01
5550,Rural,1454.36,1307.08,1,232.88,Truck,Fri,South,3967.99
5551,Rural,756.34,928.54,0,247.15,Truck,Tue,South,3662.8
5552,Highway,267.56,60.04,1,22.0,Truck,Mon,East,4885.15
5553,Urban,989.64,793.08,1,210.9,Van,Fri,South,1409.99
5554,Highway,1463.28,1150.8,0,119.72,Bike,Sat,East,2615.93
5555,Rural,1308.86,112.93,1,245.58,Bike,Mon,South,3337.19
5556,Rural,1293.41,651.23,0,182.67,Truck,Thu,South,3550.94
5557,Urban,1401.06,693.28,1,3.07,Truck,Sat,East,1001.17
5558,Highway,1341.46,1432.41,1,199.94,Van,Mon,East,4383.76
5559,Rural,1165.54,729.26,1,277.71,Truck,Tue,South,4082.99
5560,Urban,1078.82,1132.35,1,24.93,Truck,Sat,South,1357.63
5561,Rural,400.83,475.27,1,148.27,Van,Sun,North,2742.63
5562,Urban,933.9,1175.58,0,187.76,Truck,Sat,South,1508.81
5563,Urban,784.63,504.31,1,58.76,Bike,Tue,East,1861.14
5564,Highway,1293.61,662.13,1,195.21,Bike,Wed,South,2691.17
5565,Rural,740.11,734.84,1,14.94,Bike,Wed,North,2720.44
5566,Highway,195.98,1391.75,1,271.7,Van,Tue,South,2683.69
5567,Rural,12.43,108.58,0,228.8,Van,Sun,West,2744.08
5568,Highway,1018.42,319.39,1,282.31,Bike,Tue,North,3198.85
5569,Rural,827.11,1067.44,1,125.53,Bike,Tue,East,127.75
5570,Highway,499.79,879.04,1,10.26,Van,Fri,West,742.12
5571,Urban,257.61,399.75,1,102.46,Truck,Sat,East,2377.87
5572,Rural,702.74,455.13,1,154.73,Truck,Sun,South,3556.53
5573,Rural,154.93,569.94,0,280.76,Van,Mon,North,2570.87
5574,Urban,507.48,692.01,1,264.92,Bike,Fri,East,3163.26
5575,Highway,571.92,1232.5,1,178.22,Van,Sun,South,4854.94
5576,Rural,701.1,50.31,0,218.93,Bike,Thu,East,3663.83
5577,Rural,702.6,1350.09,1,286.17,Van,Wed,West,4702.34
5578,Highway,389.22,637.15,1,255.18,Van,Mon,South,144.08
5579,Urban,1276.07,368.83,1,197.65,Van,Wed,North,2263.43
5580,Highway,536.54,777.37,1,162.02,Van,Sun,South,1804.85
5581,Highway,348.23,999.71,1,142.81,Van,Thu,East,3542.34
5582,Highway,267.84,95.79,0,226.98,Van,Tue,South,4650.71
5583,Rural,487.25,1082.19,1,242.63,Bike,Wed,East,249.4
5584,Urban,105.99,1148.32,1,65.29,Bike,Tue,North,333.66
5585,Urban,54.2,274.29,1,142.21,Truck,Wed,East,3380.54
5586,Highway,909.69,276.79,1,231.35,Van,Sun,West,1762.97
5587,Rural,930.62,329.56,1,202.71,Truck,Thu,East,1054.95
5588,Highway,796.73,1201.04,1,177.47,Truck,Wed,North,4775.84
5589,Rural,1144.62,429.84,1,97.12,Van,Thu,West,119.49
5590,Rural,63.53,1200.03,1,182.77,Van,Sun,North,1406.2
5591,Rural,1404.28,824.57,1,183.64,Truck,Mon,South,1691.89
5592,Rural,147.12,1157.74,1,129.73,Truck,Fri,North,3924.77
5593,Urban,1012.66,843.9,0,288.09,Van,Thu,West,2830.62
5594,Rural,204.43,523.58,0,195.94,Van,Wed,East,1675.45
5595,Rural,1320.46,1368.75,1,255.21,Van,Mon,South,890.28
5596,Highway,768.52,1081.48,1,38.69,Bike,Sun,North,1128.51
5597,Highway,128.03,741.56,1,227.03,Truck,Thu,East,241.44
5598,Urban,927.0,967.02,1,180.56,Truck,Wed,North,4192.48
5599,Highway,18.62,935.29,1,92.48,Truck,Sat,East,630.07
5600,Rural,1165.15,556.43,1,40.91,Bike,Thu,North,4124.08
5601,Highway,977.62,652.94,1,113.89,Truck,Thu,South,738.92
5602,Urban,322.87,497.84,1,132.41,Van,Tue,South,4534.24
5603,Highway,565.25,1499.29,0,42.23,Bike,Wed,South,3408.63
5604,Highway,16.67,882.69,1,201.04,Truck,Fri,East,1792.56
5605,Urban,1042.06,165.32,1,92.13,Bike,Thu,South,1993.83
5606,Urban,487.39,793.09,1,241.81,Bike,Mon,South,1458.57
5607,Rural,859.53,103.44,1,194.5,Van,Wed,South,1095.89
5608,Highway,1435.31,454.32,1,93.15,Bike,Fri,East,4559.79
5609,Rural,452.7,685.56,1,108.01,Van,Wed,South,962.88
5610,Highway,1485.41,815.38,1,282.64,Van,Sat,West,920.95
5611,Highway,950.93,1464.99,0,284.44,Truck,Fri,South,1833.31
5612,Rural,366.92,1473.87,1,125.51,Van,Fri,North,4922.38
5613,Highway,657.98,174.16,1,203.75,Truck,Thu,East,2351.34
5614,Highway,1111.98,821.06,1,293.99,Truck,Tue,South,1808.97
5615,Highway,672.48,1231.15,1,298.22,Truck,Wed,South,4992.83
5616,Urban,107.42,379.44,1,21.64,Van,Mon,South,3713.21
5617,Rural,257.06,1133.33,0,166.05,Truck,Sat,North,4725.9
5618,Urban,1187.99,1321.57,1,217.99,Van,Mon,North,1282.17
5619,Rural,974.32,1003.86,0,56.06,Van,Tue,North,3783.27
5620,Rural,856.89,511.72,1,246.57,Truck,Mon,South,4458.7
5621,Highway,255.59,1387.0,0,140.54,Van,Wed,East,2670.34
5622,Rural,1257.45,1328.77,1,149.33,Truck,Mon,East,2148.22
5623,Urban,1441.31,1082.26,1,82.3,Truck,Sat,North,1514.99
5624,Urban,66.13,564.59,1,90.04,Truck,Wed,South,2858.02
5625,Urban,121.66,1194.09,1,25.25,Bike,Fri,East,1001.09
5626,Rural,1327.66,494.68,1,279.45,Van,Thu,South,2187.64
5627,Urban,1224.25,401.84,1,114.56,Bike,Tue,West,3428.58
5628,Rural,928.81,787.07,0,48.67,Bike,Tue,North,3279.16
5629,Urban,1417.72,1495.79,1,42.71,Van,Sun,North,3514.47
5630,Urban,971.41,1212.35,1,122.22,Van,Mon,West,2953.42
5631,Rural,327.9,1102.8,1,189.66,Truck,Wed,South,63.02
5632,Urban,1094.32,694.46,0,233.33,Bike,Sat,East,182.34
5633,Highway,970.34,488.57,1,277.38,Van,Thu,East,2922.29
5634,Rural,1478.69,1288.17,0,190.71,Truck,Sat,West,4831.51
5635,Rural,324.77,864.57,1,126.2,Van,Mon,North,1012.52
5636,Rural,898.84,1225.48,1,126.58,Van,Sat,South,3601.04
5637,Highway,1171.35,747.0,1,172.31,Truck,Thu,West,2194.37
5638,Rural,511.78,1138.32,1,161.41,Van,Wed,West,738.53
5639,Urban,572.62,1305.58,1,192.24,Truck,Sat,North,214.73
5640,Urban,1332.41,605.34,1,151.02,Bike,Mon,East,3581.21
5641,Urban,609.27,49.95,1,17.7,Truck,Mon,South,762.48
5642,Rural,938.98,404.74,1,150.22,Van,Sat,South,1527.23
5643,Urban,1334.41,1374.93,1,6.76,Bike,Sun,North,2036.82
5644,Rural,318.69,1040.69,1,54.18,Bike,Thu,South,3544.07
5645,Urban,1472.91,1113.71,1,116.23,Truck,Mon,South,1968.73
5646,Highway,1054.42,508.17,1,165.39,Truck,Sat,South,1962.14
5647,Highway,746.7,1060.87,1,55.45,Truck,Thu,South,3981.46
5648,Highway,649.23,980.03,1,82.89,Bike,Sat,North,84.56
5649,Highway,1431.78,292.21,1,112.26,Truck,Sat,South,3781.59
5650,Rural,312.56,1453.98,1,59.16,Van,Wed,East,2632.31
5651,Urban,470.97,550.42,1,299.63,Bike,Thu,North,2731.32
5652,Highway,465.15,514.05,1,241.41,Truck,Wed,South,1760.51
5653,Rural,437.06,572.67,1,243.28,Bike,Wed,West,507.81
5654,Highway,705.46,164.83,0,170.66,Van,Fri,North,499.63
5655,Highway,1483.82,948.7,1,288.4,Van,Thu,East,1737.16
5656,Rural,1333.74,380.78,1,219.66,Van,Tue,South,3616.04
5657,Rural,495.28,1210.87,1,99.26,Truck,Sun,South,4463.65
5658,Urban,637.19,609.41,1,183.16,Truck,Fri,West,4070.51
5659,Urban,1005.87,704.08,1,163.11,Bike,Fri,West,3999.7
5660,Highway,30.64,980.24,1,174.09,Truck,Thu,North,78.38
5661,Highway,1231.13,1149.95,0,245.32,Bike,Fri,North,998.5
5662,Urban,1320.3,369.74,1,152.87,Truck,Fri,North,4728.19
5663,Urban,1286.51,1450.45,0,218.59,Van,Sun,West,4357.32
5664,Rural,565.71,944.81,1,75.18,Truck,Mon,North,677.32
5665,Urban,695.69,38.29,1,279.62,Truck,Sun,North,3199.02
5666,Urban,23.52,640.96,1,25.91,Truck,Sun,South,2193.98
5667,Highway,602.1,672.12,0,298.07,Van,Wed,North,88.03
5668,Urban,693.34,1219.47,0,189.8,Bike,Tue,North,4010.75
5669,Highway,1360.93,478.56,1,140.99,Truck,Thu,West,4718.52
5670,Urban,1341.51,516.9,1,93.23,Van,Sun,North,4607.85
5671,Rural,1449.32,133.63,1,121.54,Truck,Mon,East,1952.17
5672,Urban,1328.23,446.81,1,234.73,Truck,Sat,West,3949.68
5673,Urban,17.26,1083.93,1,41.83,Van,Sat,South,2514.99
5674,Urban,963.98,963.09,1,75.81,Truck,Tue,North,4900.95
5675,Highway,107.02,149.65,1,37.12,Truck,Sun,South,4818.27
5676,Rural,412.53,198.6,1,128.0,Truck,Sun,South,3878.1
5677,Urban,869.57,584.08,1,116.17,Truck,Tue,North,2383.09
5678,Highway,1052.42,1123.32,0,194.64,Truck,Mon,East,4514.59
5679,Rural,983.67,1254.39,1,298.71,Van,Sat,East,1158.59
5680,Highway,78.34,51.5,1,267.71,Van,Thu,South,1110.39
5681,Highway,159.89,513.65,1,264.11,Truck,Wed,North,2813.27
5682,Rural,197.24,653.66,0,193.71,Truck,Sun,South,4104.28
5683,Urban,141.66,1369.37,1,81.18,Bike,Mon,West,357.41
5684,Highway,271.46,767.07,1,115.23,Van,Fri,South,3934.25
5685,Highway,1034.29,426.46,0,75.04,Truck,Sat,West,4749.15
5686,Urban,1247.1,603.37,1,40.53,Bike,Sun,North,2752.69
5687,Urban,616.18,671.56,1,130.81,Van,Tue,East,1107.11
5688,Rural,1040.71,1014.89,0,269.26,Bike,Fri,South,3176.77
5689,Rural,304.02,90.4,1,223.15,Bike,Thu,South,1024.3
5690,Rural,1460.05,602.49,0,295.45,Truck,Sat,South,1982.83
5691,Urban,528.25,980.44,0,58.45,Truck,Sat,South,3513.17
5692,Highway,1269.57,446.48,0,150.16,Van,Wed,South,1937.72
5693,Highway,1418.32,899.87,1,237.91,Bike,Wed,North,2447.61
5694,Rural,1297.75,555.2,0,138.14,Bike,Wed,East,2749.0
5695,Urban,105.27,1145.32,0,106.52,Truck,Sat,West,1730.14
5696,Highway,977.21,119.08,1,244.77,Van,Sun,North,427.79
5697,Rural,184.54,1379.4,1,129.09,Truck,Sun,West,2578.94
5698,Highway,13.47,282.27,1,273.89,Van,Fri,North,2464.67
5699,Highway,82.42,263.06,0,80.52,Bike,Sun,North,2161.14
5700,Urban,1374.64,1265.75,1,268.94,Van,Thu,West,963.2
5701,Urban,1363.15,1307.85,1,83.54,Bike,Fri,East,308.87
5702,Highway,342.61,166.67,0,86.87,Van,Sat,North,4141.86
5703,Rural,822.86,1365.82,1,126.18,Truck,Tue,West,2684.97
5704,Urban,1432.77,431.75,1,154.74,Truck,Wed,East,4902.44
5705,Highway,747.58,939.37,1,125.47,Truck,Thu,South,4890.23
5706,Urban,593.4,130.83,1,258.64,Van,Fri,South,2921.37
5707,Urban,727.46,589.57,1,238.67,Bike,Sun,West,2476.11
5708,Urban,1186.37,692.57,1,92.96,Truck,Fri,North,972.93
5709,Highway,718.53,911.75,1,153.46,Van,Sun,South,1927.71
5710,Rural,1176.0,802.15,1,129.31,Van,Fri,South,3937.88
5711,Rural,650.39,708.39,1,16.82,Truck,Fri,West,4817.96
5712,Rural,381.75,1440.67,1,224.44,Truck,Sat,West,3019.15
5713,Urban,493.08,301.98,0,54.5,Truck,Fri,South,3103.59
5714,Highway,121.35,262.25,1,280.24,Truck,Tue,North,4715.16
5715,Urban,748.58,1078.73,1,119.33,Van,Wed,West,678.36
5716,Rural,226.43,139.59,1,186.68,Bike,Sun,West,3078.61
5717,Rural,1218.26,739.85,1,245.49,Bike,Fri,North,2947.87
5718,Highway,633.78,741.56,1,54.09,Van,Tue,East,1065.22
5719,Urban,1148.68,485.74,1,162.34,Bike,Sat,West,3880.39
5720,Rural,1431.92,1397.75,1,71.23,Van,Sun,South,640.05
5721,Highway,1274.97,445.34,1,152.9,Van,Thu,North,363.05
5722,Urban,1427.44,454.01,1,173.83,Van,Thu,South,2456.37
5723,Urban,854.07,374.42,0,50.74,Bike,Sat,North,1533.62
5724,Rural,252.16,244.31,1,174.25,Van,Tue,East,2208.88
5725,Rural,1403.42,565.1,1,136.47,Van,Sun,West,607.32
5726,Urban,1303.41,1030.9,1,156.6,Truck,Tue,East,2289.39
5727,Urban,1297.3,1120.98,1,271.49,Truck,Sun,West,2226.04
5728,Rural,1041.45,1225.73,1,145.14,Bike,Tue,North,4834.41
5729,Urban,939.25,320.39,1,142.84,Truck,Thu,South,3626.72
5730,Rural,27.01,82.38,1,141.12,Truck,Fri,East,4606.34
5731,Urban,1123.34,1462.79,1,186.93,Truck,Sun,North,3917.11
5732,Rural,141.85,51.07,1,110.26,Van,Sun,East,3949.82
5733,Highway,393.33,1442.2,1,240.41,Truck,Wed,North,4335.36
5734,Rural,829.48,1248.36,0,85.82,Bike,Fri,East,1316.66
5735,Rural,680.34,1370.75,1,89.86,Van,Sun,North,2162.23
5736,Highway,28.58,599.16,1,176.63,Bike,Mon,East,4382.29
5737,Urban,1236.86,319.89,1,77.97,Bike,Tue,East,381.26
5738,Highway,1318.81,921.5,1,26.98,Bike,Fri,North,322.87
5739,Rural,1024.4,1119.64,0,61.68,Bike,Wed,East,3257.35
5740,Urban,813.9,222.37,1,274.1,Bike,Fri,North,4552.32
5741,Highway,1441.3,1202.5,1,3.21,Truck,Mon,East,3981.3
5742,Urban,184.33,336.63,1,40.04,Truck,Mon,West,4005.12
5743,Urban,1108.18,752.77,1,227.41,Bike,Fri,West,1831.88
5744,Highway,196.9,1289.03,1,293.96,Bike,Sat,East,2978.92
5745,Urban,575.86,314.33,1,206.46,Truck,Sat,North,3868.86
5746,Highway,880.3,385.57,1,276.7,Bike,Sat,West,3979.01
5747,Rural,1106.95,122.27,1,256.57,Truck,Wed,East,2923.89
5748,Urban,10.56,245.52,1,143.99,Bike,Fri,East,4011.89
5749,Rural,394.59,245.39,1,100.06,Bike,Tue,North,183.36
5750,Rural,809.61,329.04,1,189.67,Van,Wed,South,4715.83
5751,Urban,801.65,450.71,1,160.07,Bike,Thu,North,4359.36
5752,Highway,958.25,1228.03,1,7.75,Van,Wed,South,307.14
5753,Urban,459.26,1376.17,1,287.19,Bike,Fri,East,2125.66
5754,Rural,813.09,627.23,1,171.07,Van,Fri,South,4601.41
5755,Rural,288.73,218.47,1,262.35,Truck,Thu,South,2588.33
5756,Highway,284.37,359.0,0,220.39,Bike,Mon,North,502.68
5757,Urban,866.96,1112.22,1,102.25,Truck,Fri,South,4834.28
5758,Rural,1029.78,1025.82,1,270.35,Van,Mon,South,1824.54
5759,Rural,185.0,1451.79,1,237.13,Van,Mon,East,2605.43
5760,Rural,188.57,51.3,1,128.94,Van,Tue,West,3178.18
5761,Highway,850.13,1133.62,1,252.14,Van,Sat,North,4170.56
5762,Rural,408.79,773.52,1,81.47,Truck,Mon,North,4371.95
5763,Rural,591.64,1356.96,1,201.21,Van,Wed,West,3282.8
5764,Urban,604.12,876.97,1,34.37,Bike,Sat,West,4744.67
5765,Urban,271.94,686.6,0,259.73,Van,Mon,West,1134.14
5766,Rural,6.97,1008.8,1,218.83,Truck,Sat,South,4528.93
5767,Rural,1280.46,1255.28,1,45.77,Truck,Sun,East,990.96
5768,Urban,1073.93,445.27,1,6.4,Bike,Sun,North,4477.48
5769,Highway,1037.36,188.06,1,116.96,Truck,Tue,East,1118.63
5770,Highway,822.03,666.54,1,202.58,Van,Fri,South,3610.28
5771,Highway,1052.95,345.34,1,84.94,Bike,Fri,West,4093.94
5772,Highway,1403.85,661.43,0,291.98,Bike,Thu,South,1983.12
5773,Highway,1000.18,1486.84,1,280.4,Truck,Mon,West,611.82
5774,Highway,401.31,873.96,1,179.38,Bike,Wed,North,1844.43
5775,Highway,857.99,1049.59,0,94.68,Van,Sun,South,355.04
5776,Highway,666.27,1026.55,1,268.88,Van,Sun,East,3313.57
5777,Urban,836.85,1236.43,1,241.04,Truck,Thu,East,3501.0
5778,Highway,778.83,1417.87,1,25.85,Van,Thu,South,1378.22
5779,Highway,1288.87,998.46,1,142.9,Van,Sun,South,3275.39
5780,Highway,979.44,729.86,1,294.36,Truck,Tue,East,339.63
5781,Rural,287.19,497.21,1,136.17,Van,Fri,South,206.09
5782,Urban,99.21,559.6,1,279.87,Truck,Mon,South,2069.64
5783,Urban,639.42,521.69,1,293.19,Truck,Sat,South,2447.99
5784,Urban,28.34,506.96,0,116.21,Truck,Sat,West,142.12
5785,Highway,480.85,1051.1,1,289.37,Bike,Mon,East,2970.08
5786,Highway,555.19,893.93,1,41.38,Van,Fri,South,4172.14
5787,Rural,566.51,326.93,1,48.04,Van,Sat,East,2082.02
5788,Urban,1469.13,1455.35,1,82.96,Van,Tue,North,3747.9
5789,Highway,459.33,658.76,0,140.27,Truck,Sun,South,798.07
5790,Urban,401.52,862.15,1,54.31,Truck,Tue,West,2671.45
5791,Rural,198.42,1062.82,1,102.05,Van,Tue,West,3956.31
5792,Rural,768.96,932.11,1,31.1,Van,Wed,South,3426.1
5793,Rural,234.74,487.25,1,129.0,Van,Mon,South,3909.27
5794,Urban,926.36,1202.63,1,248.24,Van,Sun,North,3619.62
5795,Highway,236.96,191.93,1,178.52,Bike,Tue,South,649.09
5796,Highway,867.13,866.42,0,243.05,Truck,Tue,East,558.21
5797,Rural,1240.27,431.78,1,40.71,Bike,Fri,South,4878.94
5798,Highway,68.57,935.17,1,119.83,Van,Thu,East,2437.42
5799,Rural,632.52,350.45,1,11.8,Truck,Thu,East,3675.36
5800,Urban,694.27,1165.13,0,110.99,Bike,Thu,East,3423.6
5801,Rural,1187.65,364.48,1,184.35,Bike,Mon,East,269.26
5802,Urban,704.53,1338.88,1,170.66,Truck,Wed,East,2508.4
5803,Rural,853.47,1296.49,1,18.1,Bike,Mon,South,2630.79
5804,Highway,1187.85,562.72,0,18.62,Van,Sat,South,4052.52
5805,Highway,841.84,597.16,1,91.52,Bike,Fri,South,4812.79
5806,Rural,540.66,1061.21,1,231.42,Bike,Tue,West,1482.68
5807,Highway,133.33,162.85,0,6.17,Van,Mon,East,341.31
5808,Highway,1096.22,148.95,1,184.78,Van,Thu,North,2402.76
5809,Highway,1307.35,230.4,1,55.11,Bike,Wed,South,197.75
5810,Urban,1455.25,856.84,0,283.29,Van,Fri,South,1957.82
5811,Highway,1390.27,249.03,0,129.06,Truck,Tue,West,1402.64
5812,Urban,1197.14,438.1,1,14.37,Truck,Sun,South,1252.73
5813,Rural,966.99,980.96,1,214.09,Van,Wed,East,57.97
5814,Highway,1173.28,52.97,1,145.38,Van,Mon,South,1290.61
5815,Highway,650.97,294.95,1,264.37,Truck,Mon,East,1633.59
5816,Highway,894.19,1397.0,0,195.55,Truck,Wed,South,4559.63
5817,Rural,526.31,1005.46,1,207.76,Bike,Wed,South,486.87
5818,Urban,493.43,479.16,0,230.18,Bike,Tue,East,3846.6
5819,Urban,1136.25,96.6,1,126.11,Bike,Sun,East,3638.07
5820,Highway,683.63,891.49,1,237.76,Bike,Thu,South,1664.94
5821,Rural,322.18,357.61,1,15.19,Truck,Sun,East,4539.57
5822,Rural,306.9,1441.46,0,229.66,Truck,Sun,West,3293.79
5823,Rural,1289.46,1039.83,0,190.89,Truck,Wed,East,530.14
5824,Rural,1018.25,1461.96,1,170.0,Van,Tue,East,1059.87
5825,Rural,821.34,1277.88,1,95.45,Truck,Wed,North,2035.61
5826,Urban,604.4,740.05,1,34.23,Van,Sat,East,4838.11
5827,Urban,649.07,1014.26,0,194.16,Van,Wed,East,1358.89
5828,Urban,90.87,1223.8,1,141.5,Van,Sat,North,2169.66
5829,Highway,685.09,879.92,1,65.35,Bike,Thu,East,2825.33
5830,Rural,1194.21,120.39,1,13.01,Van,Tue,North,1809.81
5831,Highway,585.04,721.56,1,161.63,Truck,Mon,South,3519.82
5832,Rural,578.45,221.94,0,37.89,Truck,Tue,South,3321.41
5833,Urban,28.5,1080.82,1,278.83,Truck,Tue,West,349.01
5834,Highway,689.46,1030.52,1,45.19,Truck,Tue,South,2172.3
5835,Urban,42.88,1489.58,0,9.61,Truck,Thu,East,3916.36
5836,Rural,857.67,954.35,1,78.61,Truck,Thu,North,3217.56
5837,Rural,762.64,1206.2,1,52.49,Van,Fri,South,2327.92
5838,Rural,1260.81,424.38,1,237.37,Truck,Sat,East,3662.85
5839,Urban,874.76,529.84,1,86.8,Van,Mon,South,3368.92
5840,Rural,488.52,1378.03,1,73.57,Bike,Thu,West,4196.17
5841,Urban,776.77,1140.13,1,298.44,Truck,Sat,South,302.43
5842,Highway,1051.06,993.25,1,45.02,Bike,Thu,South,2699.63
5843,Rural,145.48,403.42,1,25.5,Bike,Tue,East,3318.59
5844,Rural,933.51,1056.91,1,91.69,Bike,Tue,North,3393.43
5845,Rural,1375.36,1333.54,0,121.53,Truck,Sat,West,4616.07
5846,Highway,452.2,369.27,1,228.13,Van,Wed,North,2087.5
5847,Rural,941.8,1068.0,1,286.63,Bike,Wed,North,3985.82
5848,Urban,1232.89,608.73,1,229.1,Truck,Wed,North,3940.87
5849,Urban,770.15,204.59,1,217.99,Van,Sat,West,1380.87
5850,Rural,1078.38,1152.29,0,297.43,Bike,Thu,West,1378.07
5851,Rural,469.96,275.69,1,229.61,Truck,Wed,East,4717.08
5852,Highway,462.56,401.76,1,41.86,Van,Mon,East,1655.79
5853,Highway,1003.04,1180.92,1,138.46,Van,Sat,East,2101.29
5854,Highway,1059.59,1120.94,1,151.05,Truck,Wed,West,3039.56
5855,Rural,1405.83,403.65,0,91.44,Bike,Fri,West,1617.02
5856,Highway,341.13,1413.22,1,49.28,Truck,Fri,South,3325.91
5857,Highway,704.99,346.47,1,213.52,Bike,Tue,North,1482.74
5858,Urban,379.52,1490.62,0,83.25,Truck,Thu,East,2660.28
5859,Highway,124.74,1114.71,1,187.4,Van,Sat,South,2819.96
5860,Urban,607.83,606.99,1,96.78,Van,Fri,West,4012.79
5861,Urban,564.25,221.61,1,151.87,Van,Mon,South,4307.35
5862,Highway,409.3,501.15,0,101.12,Van,Tue,South,3423.89
5863,Urban,449.01,314.8,0,123.53,Van,Fri,West,1386.56
5864,Rural,543.82,944.1,1,219.62,Truck,Sun,North,2346.1
5865,Rural,1483.31,554.58,1,265.15,Truck,Wed,West,2836.1
5866,Highway,1175.52,463.66,0,152.62,Truck,Fri,East,1524.24
5867,Rural,111.74,1142.99,0,183.08,Bike,Fri,South,4703.0
5868,Urban,1309.26,368.98,1,259.32,Bike,Tue,East,587.69
5869,Rural,951.79,892.73,1,42.97,Van,Thu,South,4175.6
5870,Highway,1336.44,316.06,1,48.66,Van,Wed,South,2160.76
5871,Highway,515.86,1080.75,1,107.77,Van,Wed,East,4730.27
5872,Urban,699.46,948.93,1,92.72,Bike,Sun,South,2686.08
5873,Highway,1344.86,1203.29,0,295.91,Bike,Wed,West,3662.06
5874,Rural,412.5,130.69,1,169.23,Truck,Wed,West,3685.68
5875,Highway,1373.67,338.86,1,157.17,Bike,Thu,South,3505.12
5876,Urban,1243.61,257.06,1,173.62,Van,Wed,South,294.42
5877,Highway,1470.93,310.13,0,262.55,Truck,Thu,West,3129.75
5878,Rural,489.77,181.43,1,73.06,Bike,Tue,North,4479.31
5879,Urban,357.45,856.26,1,153.29,Truck,Mon,South,4225.36
5880,Rural,499.65,902.34,1,81.29,Bike,Thu,West,4578.99
5881,Urban,1432.2,1269.93,1,234.17,Bike,Wed,North,2249.72
5882,Highway,502.94,644.08,1,233.13,Bike,Tue,North,2300.27
5883,Urban,849.99,812.61,0,287.23,Van,Tue,East,4050.53
5884,Urban,608.5,1487.22,1,134.05,Bike,Fri,North,1552.18
5885,Highway,597.35,811.81,1,47.6,Van,Fri,South,3837.12
5886,Rural,294.1,873.16,0,268.92,Truck,Mon,North,2546.79
5887,Highway,807.93,1494.0,1,267.18,Bike,Mon,East,1358.43
5888,Urban,1274.86,1491.37,1,70.4,Van,Fri,West,3236.22
5889,Highway,78.98,653.32,1,82.88,Van,Sat,East,1514.18
5890,Urban,1334.39,963.37,1,94.02,Truck,Fri,West,3375.3
5891,Highway,999.88,736.78,1,135.53,Truck,Tue,South,2868.07
5892,Highway,927.02,1089.45,1,248.71,Truck,Sun,West,3624.86
5893,Rural,940.72,1409.43,1,43.31,Bike,Sun,North,3015.35
5894,Urban,447.92,485.2,0,210.12,Bike,Thu,West,3803.51
5895,Rural,625.64,1233.75,1,105.84,Truck,Fri,North,4981.24
5896,Urban,1199.94,992.63,1,58.7,Bike,Wed,East,2365.45
5897,Highway,463.04,441.87,1,101.53,Van,Thu,East,3011.34
5898,Urban,707.68,1202.03,1,159.98,Van,Sat,West,554.36
5899,Rural,34.35,657.89,1,276.42,Bike,Thu,East,4754.53
5900,Rural,1101.67,206.98,1,188.48,Bike,Wed,East,3001.87
5901,Rural,629.46,1490.32,0,182.12,Van,Sun,East,558.87
5902,Urban,790.41,655.7,1,32.62,Van,Wed,North,2030.06
5903,Rural,176.46,826.08,1,23.94,Bike,Wed,West,452.4
5904,Rural,1487.61,1217.7,0,38.84,Bike,Tue,North,2511.14
5905,Rural,457.19,1442.49,1,28.66,Truck,Sun,West,1421.41
5906,Highway,954.31,1313.15,1,172.91,Truck,Fri,North,1734.38
5907,Highway,873.95,801.83,1,135.78,Bike,Sat,South,391.94
5908,Urban,1178.71,832.17,1,1.5,Van,Fri,South,3823.92
5909,Urban,444.29,442.9,1,105.32,Bike,Tue,South,4213.58
5910,Rural,1135.11,710.32,1,38.21,Van,Sun,North,743.67
5911,Highway,576.84,1421.85,1,296.44,Bike,Thu,West,3765.73
5912,Rural,619.69,1098.6,0,138.05,Bike,Tue,North,686.42
5913,Rural,1010.71,47.46,1,127.84,Van,Fri,West,473.43
5914,Highway,1177.51,201.26,1,193.25,Van,Mon,South,614.76
5915,Highway,1001.97,1388.0,1,107.13,Bike,Tue,North,207.33
5916,Highway,1350.32,1277.62,0,214.65,Van,Mon,West,1911.57
5917,Urban,431.31,744.66,1,271.44,Van,Mon,West,4766.96
5918,Urban,1351.42,936.96,1,149.67,Bike,Sat,East,4501.31
5919,Rural,200.64,455.78,1,114.88,Truck,Wed,West,1692.94
5920,Urban,991.0,1195.46,0,156.57,Truck,Wed,South,3983.51
5921,Highway,823.71,916.88,1,181.07,Van,Wed,North,4131.7
5922,Highway,744.48,1051.39,1,254.31,Bike,Mon,East,802.69
5923,Urban,469.81,581.12,0,118.34,Van,Fri,South,1185.8
5924,Rural,758.08,662.74,1,15.43,Bike,Wed,North,3467.95
5925,Rural,246.85,335.29,1,189.22,Truck,Sat,North,1356.95
5926,Urban,557.13,1423.64,1,296.06,Truck,Wed,East,4693.86
5927,Rural,152.53,1421.44,1,256.27,Truck,Thu,South,1192.03
5928,Rural,859.91,1232.09,1,227.48,Van,Sat,North,4005.77
5929,Rural,148.17,1405.27,1,52.95,Truck,Mon,East,3802.6
